URL,USERID,USERNAME,Comment
https://www.instagram.com/p/CapYi4NO093/,3538343432,chefmountaingoat,Does ford plan on making cars again? Nothing at dealers. And they also say ordering new cars is suspended across multiple lines. Do I seriously have to buy foreign?
https://www.instagram.com/p/CapYi4NO093/,49293853551,cr1ppled_t4rd,Competition with the upcoming electric Silvarado! We'll see what's best.
https://www.instagram.com/p/CapYi4NO093/,52092278876,bluestang60,"Welp, i was really looking forward to my lightning reservation u til I just got the email saying good luck maybe getting one in a few tears even though i have a veru early reservation number.... wanted to stay with ford but i guess it is a hummer instead. My explorer st, f150, and foxbody will be disappointed..."
https://www.instagram.com/p/CapYi4NO093/,269754928,mitchrojek7,@ford can we put a plow on it though ?
https://www.instagram.com/p/CapYi4NO093/,3153316965,shan.tiago,"Bring it to Alberta, we are way far from artic but at -35 ??"
https://www.instagram.com/p/CapYi4NO093/,216659462,princethejerk,??
https://www.instagram.com/p/CapYi4NO093/,1278570239,r1smoov,I appreciate the CEO deciding to continue making combustion engines. Splitting it into 2 is great!!!!! Some of us actually like our combustion engines! I might trade my Ram for a ford now.
https://www.instagram.com/p/CapYi4NO093/,1638586892,oliverakins_,Hire @l_ouis_david
https://www.instagram.com/p/CapYi4NO093/,1137383601,l_ouis_david,@oliverakins_ they don’t want to they told me
https://www.instagram.com/p/CapYi4NO093/,29666214927,akshaytomar0008,@piyanka_mongia mujhe apna pH no kuch to de do contact kese karu aapse kese ye pata karu aap khaan milogi socho aap hi kese pata karu ye sab
https://www.instagram.com/p/CapYi4NO093/,3952426048,luisfelipe713,?? Wow ?? Amazing
https://www.instagram.com/p/CapYi4NO093/,8625778902,mattash54,@joeyalisha
https://www.instagram.com/p/CapYi4NO093/,556048031,bmiff2009,Disappointing a ford loyal family
https://www.instagram.com/p/CapYi4NO093/,556048031,bmiff2009,??
https://www.instagram.com/p/CapYi4NO093/,47451724884,james_hemsworth7,????????????
https://www.instagram.com/p/CapYi4NO093/,266542431,kubk_,Tell Ford to push to bring back the Detroit Grand Prix to F1 calendar
https://www.instagram.com/p/CapYi4NO093/,51015559142,universalcarsworldwide,@kubk_ get in touch with our team for one buddy thanks
https://www.instagram.com/p/CapYi4NO093/,5948877718,guettouchewalid,The butiful power????
https://www.instagram.com/p/CapYi4NO093/,338016029,the_aspect,What’s the lifespan of the batteries though? Longer than a gas engine? Answer no
https://www.instagram.com/p/CapYi4NO093/,45398489458,katty_leo11,My ovaries
https://www.instagram.com/p/CapYi4NO093/,4706498954,maxgrciao,@gerardo_solis11
https://www.instagram.com/p/CapYi4NO093/,3754836982,thevillard,How’d it do? Is the battery thermally managed?
https://www.instagram.com/p/CapYi4NO093/,51280658245,ericisfast914,Bring back arcaidian blue for the mustang gt 5.0
https://www.instagram.com/p/CapYi4NO093/,47056637810,robertlynn2022,"The next electric truck sent away as scrap, nobody wants this. There's a whole Lotta ford guys that would send it to a scrap yard for fun"
https://www.instagram.com/p/CapYi4NO093/,314549483,soupy250,Should’ve had a V8 ??
https://www.instagram.com/p/CapYi4NO093/,47056637810,robertlynn2022,"@chriscampbell150 i agree, it should have."
https://www.instagram.com/p/CapYi4NO093/,48493979388,ajpills73,@dr.steven.greer
https://www.instagram.com/p/CapYi4NO093/,6795162960,tonyyy.772,#bringbackfoxbodys
https://www.instagram.com/p/CapYi4NO093/,5923751186,afshin.imani.3,????????
https://www.instagram.com/p/CapYi4NO093/,3279066879,para_thai,??????
https://www.instagram.com/p/CapYi4NO093/,44477200603,silkinbeautypk,Awesome
https://www.instagram.com/p/CapYi4NO093/,1756251286,masoud.evz.me,??????????
https://www.instagram.com/p/CapYi4NO093/,19425915,djpscapes,Awesome legends ??
https://www.instagram.com/p/CapYi4NO093/,26081284891,sparky_ssv,Sick ????
https://www.instagram.com/p/CapYi4NO093/,51947166137,christian_solheim,"This truck is perfect for the Norwegian pickup market. Gas prices are through the roof here, and our stupid system with cars. You can get this brand new, 5 seats for less than a 2 seater, 4 year old gasoline truck. Norway is stupid, but not for electric cars"
https://www.instagram.com/p/CapYi4NO093/,27635737381,creaarkc,??
https://www.instagram.com/p/CapYi4NO093/,52140765294,mohamed_alfaheem,The second picture is insane ??????
https://www.instagram.com/p/CapYi4NO093/,28883278357,jaggi_deol7,????????????
https://www.instagram.com/p/CapYi4NO093/,9498667911,vijaysharmanz,@jagmeetdeol10 eh ni ana NZ ch....eh model amrika vala aa
https://www.instagram.com/p/CapYi4NO093/,28883278357,jaggi_deol7,@vijaysharmanz same e apne v
https://www.instagram.com/p/CapYi4NO093/,7102841300,manojkumar123_,When bronco is going to be launched in india
https://www.instagram.com/p/CapYi4NO093/,2085288012,deluxecruises,??
https://www.instagram.com/p/CapYi4NO093/,50535978490,dr.aleks7,?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ??
https://www.instagram.com/p/CapYi4NO093/,1436287760,dewythed,"Okay, and what about -60F it hit that low this year where i live in Alberta"
https://www.instagram.com/p/CapYi4NO093/,3970216960,ibragimov_artem_radikovich,??????
https://www.instagram.com/p/CapYi4NO093/,202485613,hrtnabn,"Taking the truck off the trailer, doing one donut, and loading it back up is hardly testing. Make some real advertising like hauling the Chevy up the rock pile in the 80's!"
https://www.instagram.com/p/CapYi4NO093/,193787806,svt_grizzwall,Is there any way I can get a regular f-150 front end with electric power train
https://www.instagram.com/p/CapYi4NO093/,9162545340,dosh_chop_and_tune_shop,You guys are ruining everything you touch
https://www.instagram.com/p/CapYi4NO093/,28130698833,rustyford101yey,@dosh_chop_and_tune_shop I think it looks nice
https://www.instagram.com/p/CapYi4NO093/,9162545340,dosh_chop_and_tune_shop,"@rustyford101yey sure it looks nice, but when I heard they where bringing back the lighting I thought ""oh cool they're bringing back the iconic sport truck but in electric, which would be cool name play"" but no Ford's like ""electric F150 go brrrrr"" call it something cool like the F15E."
https://www.instagram.com/p/CapYi4NO093/,720402446,garret_nolley,"The boys around here, drinking that ice cold beer!!!!"
https://www.instagram.com/p/CapYi4NO093/,1648004094,austin_morris429,-40?????
https://www.instagram.com/p/CapYi4NO093/,47492899042,muskokamowing,When are these beauties gonna be on the road?
https://www.instagram.com/p/CapYi4NO093/,181606780,mbr72303,Electric and cool is an oxymoron
https://www.instagram.com/p/CapYi4NO093/,474612046,yankees_25bb,@cipof85
https://www.instagram.com/p/CapYi4NO093/,14788446820,jpiper_71,"I'm a ford guy and so is my family. But yall have ruined the lightning name. I'm sorry.  Should have made the maverick all electric, not the lightning. The lightning should have been a supercharged 5.0, a muscle truck like the original. Also, @ford bring the Everest to the states. Make it actually off road capable like in Australia. Go after the Jeep grand cherokee and Toyota 4runner.  Put a true shifter in it, not a pathetic electric turn knob, front and rear lockers. Do not change the look of the everest if you bring it here.  Make 3rd row optional, not standard.  Put the 5.0, 2.7 eco, or even the 3.5 eco.  Make a FX4 edition or tremor, without the full sunroof.  I believe people here would like the everest and overlanders/off road enthusiasts that like the 4runner and jeeps would enjoy the vehicle.  Just a thought"
https://www.instagram.com/p/CapYi4NO093/,18548773,jasonjwelch,Testing in Fairbanks?
https://www.instagram.com/p/CapYi4NO093/,4592531882,charlesmiller2451,"I ordered an F-250, paid the deposit and no truck. They take truck orders and do not ship the trucks!"
https://www.instagram.com/p/CapYi4NO093/,38519985660,rondathebronco,I have had a Rez since last may
https://www.instagram.com/p/CapYi4NO093/,52179403673,evfacts_net,????
https://www.instagram.com/p/CapYi4NO093/,32473142267,boosted__kyle,We don’t care. We don’t want electric
https://www.instagram.com/p/CapYi4NO093/,32473142267,boosted__kyle,"@carlossaucyy_4e 2007 and still more reliable and powerful than electric?? Let me know when an electric truck can get 500 miles on a tank of fuel, while pulling 12k pounds at 70mph )"
https://www.instagram.com/p/CapYi4NO093/,32473142267,boosted__kyle,@carlossaucyy_4e ur mom would’ve loved my truck??
https://www.instagram.com/p/CapYi4NO093/,48795410169,carlostookyogurl_01,@crimsonlbz U funny??
https://www.instagram.com/p/CapYi4NO093/,51846469044,royfanpage26,I want it ????????????
https://www.instagram.com/p/CapYi4NO093/,3554692766,taylormayd7,Range reduction under load (max towing/cargo capacity) in -40f? Would love to use one as a light duty plow truck but its not uncommon to go 24 hours straight in a storm.
https://www.instagram.com/p/CapYi4NO093/,5914440237,garycarter605,"Wonder what generator they used to charge it, gas or diesel?"
https://www.instagram.com/p/CapYi4NO093/,34695060998,teegagoldenpants,??
https://www.instagram.com/p/CapYi4NO093/,2077382890,ced_gasse,@louka_tardif
https://www.instagram.com/p/CapYi4NO093/,1954729410,louka_tardif,@ced_gasse j'ai vraiment le gout de pleurer!!! ????
https://www.instagram.com/p/CapYi4NO093/,2077382890,ced_gasse,@louka_tardif so sad??
https://www.instagram.com/p/CapYi4NO093/,230237913,justin.ryyppo,@ford i’ll test it for you in northern ontario!
https://www.instagram.com/p/CapYi4NO093/,49323772200,myevsd,??We can’t wait to get ours!??
https://www.instagram.com/p/CapYi4NO093/,4272094770,andrewdougls16,How longs the warranty on those batteries 5yrs then it $15000 to get it replaced
https://www.instagram.com/p/CapYi4NO093/,796716280,mackavelle__,"I’m a Fire man through and through, but For the price point, y’all should have done WAY better on the charge range."
